internship_id,job_title,job_type,company_name,sector,description,required_skills,preferred_education,eligible_branches,cities,states,location_type,stipend,start_date,duration_months,number_of_openings,last_date_to_apply,work_mode,minimum_qualification,experience_required
SIH2026-0356,Healthcare Operations Intern,Internship,Nayi Disha Industries Ahmedabad,Healthcare,"Synthetic 2-month healthcare operations intern opportunity supporting healthcare projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Ahmedabad.","[""Communication"", ""MS Excel"", ""Documentation""]",B.Sc. / BPH / BBA,"[""Healthcare Management"", ""Public Health"", ""Nursing"", ""Life Sciences"", ""Business Administration""]",Ahmedabad,Gujarat,Hybrid,20250,2027-09-11,2,21,2027-08-16,Hybrid,Graduate,No prior experience required
SIH2026-0357,Agriculture Extension Intern,Internship,JanMitra Initiatives Patna,Agriculture,"Synthetic 3-month agriculture extension intern opportunity supporting agriculture projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Patna.","[""Agriculture"", ""Field Survey"", ""MS Excel"", ""Communication""]",Diploma / B.Sc. / B.Tech,"[""Agriculture"", ""Horticulture"", ""Food Technology"", ""Rural Development""]",Patna,Bihar,On-site,21000,2027-09-14,3,22,2027-08-18,In-office,Diploma,No prior experience required
SIH2026-0358,Energy Audit Intern,Internship,Aarambh Projects Bilaspur,Renewable Energy,"Synthetic 3-month energy audit intern opportunity supporting renewable energy projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Bilaspur.","[""Solar Energy"", ""MS Excel"", ""AutoCAD""]",Diploma / B.Tech,"[""Electrical Engineering"", ""Mechanical Engineering"", ""Renewable Energy"", ""Civil Engineering""]",Bilaspur,Chhattisgarh,Remote,23750,2027-09-17,3,23,2027-08-20,Remote,Diploma,No prior experience required
SIH2026-0359,Education Programme Intern,Internship,Vikas Services Srinagar,Education,"Synthetic 4-month education programme intern opportunity supporting education projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Srinagar.","[""Communication"", ""Content Writing"", ""MS Excel""]",BA / B.Sc. / B.Ed. / BBA,"[""Education"", ""Arts"", ""Science"", ""Social Work"", ""Business Administration""]",Srinagar,Jammu and Kashmir,On-site,22500,2027-09-20,4,24,2027-08-22,In-office,Graduate,No prior experience required
SIH2026-0360,Public Administration Intern,Internship,BharatSetu Enterprises Panaji,Government,"Synthetic 6-month public administration intern opportunity supporting government projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Panaji.","[""MS Excel"", ""Communication"", ""Documentation""]",Graduate / Postgraduate,"[""Public Administration"", ""Political Science"", ""Economics"", ""Social Work"", ""Law""]",Panaji,Goa,On-site,23250,2027-09-23,6,25,2027-08-24,In-office,Graduate,No prior experience required
SIH2026-0361,Digital Services Intern,Internship,Pragati Solutions Mumbai,E-Governance,"Synthetic 2-month digital services intern opportunity supporting e-governance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Mumbai.","[""MS Excel"", ""Data Entry"", ""Documentation"", ""Communication""]",Diploma / Graduate,"[""Computer Science"", ""Information Technology"", ""Public Administration"", ""Business Administration""]",Mumbai,Maharashtra,Hybrid,6000,2026-10-01,2,2,2026-08-31,Hybrid,Diploma,0-1 years preferred
SIH2026-0362,Tourism Operations Intern,Internship,Navbharat Technologies Lucknow,Tourism,"Synthetic 3-month tourism operations intern opportunity supporting tourism projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Lucknow.","[""Customer Service"", ""Communication"", ""MS Excel""]",Diploma / Graduate,"[""Tourism"", ""Hospitality"", ""Business Administration"", ""Arts""]",Lucknow,Uttar Pradesh,On-site,6750,2026-10-04,3,3,2026-09-02,In-office,Diploma,No prior experience required
SIH2026-0363,Logistics Coordinator Intern,Internship,Sampurna Networks Kolkata,Logistics,"Synthetic 3-month logistics coordinator intern opportunity supporting logistics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Kolkata.","[""MS Excel"", ""Inventory Management"", ""Communication""]",Diploma / BBA / B.Tech,"[""Logistics"", ""Supply Chain Management"", ""Business Administration"", ""Industrial Engineering""]",Kolkata,West Bengal,On-site,7500,2026-10-07,3,4,2026-09-04,In-office,Diploma,No prior experience required
SIH2026-0364,Social Media Intern,Internship,Udaan Industries Jamshedpur,Marketing,"Synthetic 4-month social media intern opportunity supporting marketing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Jamshedpur.","[""Digital Marketing"", ""Content Writing"", ""Communication""]",Graduate / Diploma,"[""Marketing"", ""Business Administration"", ""Commerce"", ""Arts"", ""Mass Communication""]",Jamshedpur,Jharkhand,On-site,8250,2026-10-10,4,5,2026-09-06,In-office,Diploma,No prior experience required
SIH2026-0365,Human Resources Intern,Internship,Saksham Initiatives Guwahati,HR,"Synthetic 6-month human resources intern opportunity supporting hr projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Guwahati.","[""Communication"", ""MS Excel"", ""Recruitment"", ""Documentation""]",BBA / BA / MBA,"[""Human Resources"", ""Business Administration"", ""Psychology"", ""Arts"", ""Commerce""]",Guwahati,Assam,On-site,9000,2026-10-13,6,6,2026-09-08,In-office,Graduate,No prior experience required
SIH2026-0366,Rural Development Intern,Internship,Nayi Disha Projects Shimla,Rural Development,"Synthetic 2-month rural development intern opportunity supporting rural development projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Shimla.","[""Field Survey"", ""Communication"", ""Data Collection""]",Diploma / Graduate,"[""Rural Development"", ""Social Work"", ""Agriculture"", ""Economics"", ""Public Administration""]",Shimla,Himachal Pradesh,Hybrid,9750,2026-10-16,2,7,2026-09-10,Hybrid,Diploma,No prior experience required
SIH2026-0367,Site Coordination Intern,Internship,JanMitra Services Mysuru,Infrastructure,"Synthetic 3-month site coordination intern opportunity supporting infrastructure projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Mysuru.","[""AutoCAD"", ""MS Excel"", ""Documentation""]",Diploma / B.Tech,"[""Civil Engineering"", ""Architecture"", ""Urban Planning"", ""Mechanical Engineering""]",Mysuru,Karnataka,On-site,12500,2026-10-19,3,8,2026-09-12,In-office,Diploma,No prior experience required
SIH2026-0368,Telecom Network Intern,Internship,Aarambh Enterprises Coimbatore,Telecommunications,"Synthetic 3-month telecom network intern opportunity supporting telecommunications projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Coimbatore.","[""Networking"", ""Telecommunications"", ""Fiber Optics""]",Diploma / B.Tech,"[""Electronics"", ""Telecommunications"", ""Electrical Engineering"", ""Information Technology""]",Coimbatore,Tamil Nadu,On-site,13250,2026-10-22,3,9,2026-09-14,In-office,Diploma,No prior experience required
SIH2026-0369,IT Support Intern,Internship,Vikas Solutions Ahmedabad,IT,"Synthetic 4-month it support intern opportunity supporting it projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Ahmedabad.","[""Linux"", ""Networking"", ""Troubleshooting"", ""MS Excel""]",BCA / B.Sc. IT / B.Tech,"[""Computer Science"", ""Information Technology"", ""Electronics""]",Ahmedabad,Gujarat,On-site,14000,2026-10-25,4,10,2026-09-16,In-office,Graduate,0-1 years preferred
SIH2026-0370,Frontend Development,Internship,BharatSetu Technologies Patna,Software Development,"Synthetic 6-month frontend development opportunity supporting software development projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Patna.","[""Python"", ""JavaScript"", ""React""]",B.Tech / BCA / MCA,"[""Computer Science"", ""Information Technology"", ""Software Engineering""]",Patna,Bihar,On-site,14750,2026-10-28,6,11,2026-09-18,In-office,Graduate,No prior experience required
SIH2026-0371,Data Analytics Intern,Internship,Pragati Networks Bilaspur,Data Science,"Synthetic 2-month data analytics intern opportunity supporting data science projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Bilaspur.","[""Python"", ""SQL"", ""MS Excel""]",B.Sc. / BCA / B.Tech / MBA,"[""Data Science"", ""Computer Science"", ""Statistics"", ""Mathematics"", ""Commerce""]",Bilaspur,Chhattisgarh,Hybrid,15500,2026-10-31,2,12,2026-09-20,Hybrid,Graduate,No prior experience required
SIH2026-0372,Machine Learning Intern,Internship,Navbharat Industries Srinagar,AI/ML,"Synthetic 3-month machine learning intern opportunity supporting ai/ml projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Srinagar.","[""Python"", ""Machine Learning"", ""Data Analysis""]",B.Tech / M.Tech / M.Sc.,"[""Computer Science"", ""Data Science"", ""Artificial Intelligence"", ""Electronics""]",Srinagar,Jammu and Kashmir,On-site,16250,2026-11-03,3,13,2026-09-22,In-office,Graduate,No prior experience required
SIH2026-0373,Information Security Intern,Internship,Sampurna Initiatives Panaji,Cybersecurity,"Synthetic 3-month information security intern opportunity supporting cybersecurity projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Panaji.","[""Cybersecurity"", ""Networking"", ""Linux"", ""Python""]",B.Tech / BCA / B.Sc. IT,"[""Computer Science"", ""Information Technology"", ""Cybersecurity"", ""Electronics""]",Panaji,Goa,On-site,17000,2026-11-06,3,14,2026-09-24,In-office,Graduate,No prior experience required
SIH2026-0374,Electronics Design Intern,Internship,Udaan Projects Mumbai,Electronics,"Synthetic 4-month electronics design intern opportunity supporting electronics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Mumbai.","[""Embedded C"", ""Microcontrollers"", ""PCB Design""]",Diploma / B.Tech,"[""Electronics"", ""Electrical Engineering"", ""Instrumentation""]",Mumbai,Maharashtra,On-site,17750,2026-11-09,4,15,2026-09-26,In-office,Diploma,No prior experience required
SIH2026-0375,Manufacturing Operations Intern,Internship,Saksham Services Lucknow,Manufacturing,"Synthetic 6-month manufacturing operations intern opportunity supporting manufacturing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Lucknow.","[""MS Excel"", ""Quality Control"", ""Lean Manufacturing""]",Diploma / B.Tech / BBA,"[""Mechanical Engineering"", ""Industrial Engineering"", ""Production Engineering"", ""Business Administration""]",Lucknow,Uttar Pradesh,Remote,18500,2026-11-12,6,16,2026-09-28,Remote,Diploma,No prior experience required
SIH2026-0376,Automotive Testing Intern,Internship,Nayi Disha Enterprises Kolkata,Automobile,"Synthetic 2-month automotive testing intern opportunity supporting automobile projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Kolkata.","[""Automobile Engineering"", ""Diagnostics"", ""Testing""]",Diploma / B.Tech,"[""Automobile Engineering"", ""Mechanical Engineering"", ""Electrical Engineering""]",Kolkata,West Bengal,Hybrid,19250,2026-11-15,2,17,2026-10-25,Hybrid,Diploma,No prior experience required
SIH2026-0377,Finance Operations Intern,Internship,JanMitra Solutions Jamshedpur,Finance,"Synthetic 3-month finance operations intern opportunity supporting finance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Jamshedpur.","[""MS Excel"", ""Financial Analysis"", ""Accounting"", ""Tally""]",B.Com / BBA / MBA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Jamshedpur,Jharkhand,On-site,18000,2026-11-18,3,18,2026-10-27,In-office,Graduate,0-1 years preferred
SIH2026-0378,Banking Services Intern,Internship,Aarambh Technologies Guwahati,Banking,"Synthetic 3-month banking services intern opportunity supporting banking projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Guwahati.","[""MS Excel"", ""Customer Service"", ""KYC""]",B.Com / BBA / BA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Guwahati,Assam,On-site,18750,2026-11-21,3,19,2026-10-29,In-office,Graduate,No prior experience required
